ds,category,units,revenue,store_id,product_type
2024-01-20 18:44:21.880189,Streetwear,35,87500,PK-01,Apparel
2024-01-20 18:44:21.880189,Sports,42,105000,PK-01,Apparel
2024-01-21 18:44:21.880189,Casual,66,165000,PK-01,Apparel
2024-01-21 18:44:21.880189,Formal,42,105000,PK-01,Apparel
2024-01-21 18:44:21.880189,Graphic,45,112500,PK-01,Apparel
2024-01-21 18:44:21.880189,Streetwear,31,77500,PK-01,Apparel
2024-01-21 18:44:21.880189,Sports,39,97500,PK-01,Apparel
2024-01-22 18:44:21.880189,Casual,56,140000,PK-01,Apparel
2024-01-22 18:44:21.880189,Formal,34,85000,PK-01,Apparel
2024-01-22 18:44:21.880189,Graphic,32,80000,PK-01,Apparel
2024-01-22 18:44:21.880189,Streetwear,29,72500,PK-01,Apparel
2024-01-22 18:44:21.880189,Sports,30,75000,PK-01,Apparel
2024-01-23 18:44:21.880189,Casual,59,147500,PK-01,Apparel
2024-01-23 18:44:21.880189,Formal,28,70000,PK-01,Apparel
2024-01-23 18:44:21.880189,Graphic,25,62500,PK-01,Apparel
2024-01-23 18:44:21.880189,Streetwear,34,85000,PK-01,Apparel
2024-01-23 18:44:21.880189,Sports,30,75000,PK-01,Apparel
2024-01-24 18:44:21.880189,Casual,58,145000,PK-01,Apparel
2024-01-24 18:44:21.880189,Formal,24,60000,PK-01,Apparel
2024-01-24 18:44:21.880189,Graphic,28,70000,PK-01,Apparel
2024-01-24 18:44:21.880189,Streetwear,35,87500,PK-01,Apparel
2024-01-24 18:44:21.880189,Sports,34,85000,PK-01,Apparel
2024-01-25 18:44:21.880189,Casual,50,125000,PK-01,Apparel
2024-01-25 18:44:21.880189,Formal,26,65000,PK-01,Apparel
2024-01-25 18:44:21.880189,Graphic,24,60000,PK-01,Apparel
2024-01-25 18:44:21.880189,Streetwear,27,67500,PK-01,Apparel
2024-01-25 18:44:21.880189,Sports,35,87500,PK-01,Apparel
2024-01-26 18:44:21.880189,Casual,54,135000,PK-01,Apparel
2024-01-26 18:44:21.880189,Formal,38,95000,PK-01,Apparel
2024-01-26 18:44:21.880189,Graphic,39,97500,PK-01,Apparel
2024-01-26 18:44:21.880189,Streetwear,36,90000,PK-01,Apparel
2024-01-26 18:44:21.880189,Sports,43,107500,PK-01,Apparel
2024-01-27 18:44:21.880189,Casual,75,187500,PK-01,Apparel
2024-01-27 18:44:21.880189,Formal,42,105000,PK-01,Apparel
2024-01-27 18:44:21.880189,Graphic,35,87500,PK-01,Apparel
2024-01-27 18:44:21.880189,Streetwear,39,97500,PK-01,Apparel
2024-01-27 18:44:21.880189,Sports,35,87500,PK-01,Apparel
2024-01-28 18:44:21.880189,Casual,73,182500,PK-01,Apparel
2024-01-28 18:44:21.880189,Formal,33,82500,PK-01,Apparel
2024-01-28 18:44:21.880189,Graphic,39,97500,PK-01,Apparel
2024-01-28 18:44:21.880189,Streetwear,31,77500,PK-01,Apparel
2024-01-28 18:44:21.880189,Sports,46,115000,PK-01,Apparel
2024-01-29 18:44:21.880189,Casual,44,110000,PK-01,Apparel
2024-01-29 18:44:21.880189,Formal,29,72500,PK-01,Apparel
2024-01-29 18:44:21.880189,Graphic,25,62500,PK-01,Apparel
2024-01-29 18:44:21.880189,Streetwear,28,70000,PK-01,Apparel
2024-01-29 18:44:21.880189,Sports,26,65000,PK-01,Apparel
2024-01-30 18:44:21.880189,Casual,40,100000,PK-01,Apparel
2024-01-30 18:44:21.880189,Formal,26,65000,PK-01,Apparel
2024-01-30 18:44:21.880189,Graphic,24,60000,PK-01,Apparel
2024-01-30 18:44:21.880189,Streetwear,35,87500,PK-01,Apparel
2024-01-30 18:44:21.880189,Sports,32,80000,PK-01,Apparel
2024-01-31 18:44:21.880189,Casual,42,105000,PK-01,Apparel
2024-01-31 18:44:21.880189,Formal,28,70000,PK-01,Apparel
2024-01-31 18:44:21.880189,Graphic,35,87500,PK-01,Apparel
2024-01-31 18:44:21.880189,Streetwear,28,70000,PK-01,Apparel
2024-01-31 18:44:21.880189,Sports,30,75000,PK-01,Apparel
2024-02-01 18:44:21.880189,Casual,46,115000,PK-01,Apparel
2024-02-01 18:44:21.880189,Formal,29,72500,PK-01,Apparel
2024-02-01 18:44:21.880189,Graphic,25,62500,PK-01,Apparel
2024-02-01 18:44:21.880189,Streetwear,25,62500,PK-01,Apparel
2024-02-01 18:44:21.880189,Sports,27,67500,PK-01,Apparel
2024-02-02 18:44:21.880189,Casual,59,147500,PK-01,Apparel
2024-02-02 18:44:21.880189,Formal,38,95000,PK-01,Apparel
2024-02-02 18:44:21.880189,Graphic,43,107500,PK-01,Apparel
2024-02-02 18:44:21.880189,Streetwear,36,90000,PK-01,Apparel
2024-02-02 18:44:21.880189,Sports,37,92500,PK-01,Apparel
2024-02-03 18:44:21.880189,Casual,76,190000,PK-01,Apparel
2024-02-03 18:44:21.880189,Formal,44,110000,PK-01,Apparel
2024-02-03 18:44:21.880189,Graphic,39,97500,PK-01,Apparel
2024-02-03 18:44:21.880189,Streetwear,43,107500,PK-01,Apparel
2024-02-03 18:44:21.880189,Sports,35,87500,PK-01,Apparel
2024-02-04 18:44:21.880189,Casual,53,132500,PK-01,Apparel
2024-02-04 18:44:21.880189,Formal,46,115000,PK-01,Apparel
2024-02-04 18:44:21.880189,Graphic,34,85000,PK-01,Apparel
2024-02-04 18:44:21.880189,Streetwear,45,112500,PK-01,Apparel
2024-02-04 18:44:21.880189,Sports,42,105000,PK-01,Apparel
2024-02-05 18:44:21.880189,Casual,42,105000,PK-01,Apparel
2024-02-05 18:44:21.880189,Formal,35,87500,PK-01,Apparel
2024-02-05 18:44:21.880189,Graphic,25,62500,PK-01,Apparel
2024-02-05 18:44:21.880189,Streetwear,24,60000,PK-01,Apparel
2024-02-05 18:44:21.880189,Sports,26,65000,PK-01,Apparel
2024-02-06 18:44:21.880189,Casual,41,102500,PK-01,Apparel
2024-02-06 18:44:21.880189,Formal,29,72500,PK-01,Apparel
2024-02-06 18:44:21.880189,Graphic,31,77500,PK-01,Apparel
2024-02-06 18:44:21.880189,Streetwear,24,60000,PK-01,Apparel
2024-02-06 18:44:21.880189,Sports,29,72500,PK-01,Apparel
2024-02-07 18:44:21.880189,Casual,54,135000,PK-01,Apparel
2024-02-07 18:44:21.880189,Formal,33,82500,PK-01,Apparel
2024-02-07 18:44:21.880189,Graphic,29,72500,PK-01,Apparel
2024-02-07 18:44:21.880189,Streetwear,28,70000,PK-01,Apparel
2024-02-07 18:44:21.880189,Sports,31,77500,PK-01,Apparel
2024-02-08 18:44:21.880189,Casual,57,142500,PK-01,Apparel
2024-02-08 18:44:21.880189,Formal,32,80000,PK-01,Apparel
2024-02-08 18:44:21.880189,Graphic,28,70000,PK-01,Apparel
2024-02-08 18:44:21.880189,Streetwear,26,65000,PK-01,Apparel
2024-02-08 18:44:21.880189,Sports,32,80000,PK-01,Apparel
2024-02-09 18:44:21.880189,Casual,68,170000,PK-01,Apparel
2024-02-09 18:44:21.880189,Formal,35,87500,PK-01,Apparel
2024-02-09 18:44:21.880189,Graphic,44,110000,PK-01,Apparel
2024-02-09 18:44:21.880189,Streetwear,33,82500,PK-01,Apparel
2024-02-09 18:44:21.880189,Sports,44,110000,PK-01,Apparel
2024-02-10 18:44:21.880189,Casual,69,172500,PK-01,Apparel
2024-02-10 18:44:21.880189,Formal,41,102500,PK-01,Apparel
2024-02-10 18:44:21.880189,Graphic,40,100000,PK-01,Apparel
2024-02-10 18:44:21.880189,Streetwear,31,77500,PK-01,Apparel
2024-02-10 18:44:21.880189,Sports,31,77500,PK-01,Apparel
2024-02-11 18:44:21.880189,Casual,67,167500,PK-01,Apparel
2024-02-11 18:44:21.880189,Formal,34,85000,PK-01,Apparel
2024-02-11 18:44:21.880189,Graphic,46,115000,PK-01,Apparel
2024-02-11 18:44:21.880189,Streetwear,39,97500,PK-01,Apparel
2024-02-11 18:44:21.880189,Sports,45,112500,PK-01,Apparel
2024-02-12 18:44:21.880189,Casual,55,137500,PK-01,Apparel
2024-02-12 18:44:21.880189,Formal,30,75000,PK-01,Apparel
2024-02-12 18:44:21.880189,Graphic,34,85000,PK-01,Apparel
2024-02-12 18:44:21.880189,Streetwear,29,72500,PK-01,Apparel
2024-02-12 18:44:21.880189,Sports,28,70000,PK-01,Apparel
2024-02-13 18:44:21.880189,Casual,55,137500,PK-01,Apparel
2024-02-13 18:44:21.880189,Formal,29,72500,PK-01,Apparel
2024-02-13 18:44:21.880189,Graphic,31,77500,PK-01,Apparel
2024-02-13 18:44:21.880189,Streetwear,28,70000,PK-01,Apparel
2024-02-13 18:44:21.880189,Sports,35,87500,PK-01,Apparel
2024-02-14 18:44:21.880189,Casual,45,112500,PK-01,Apparel
2024-02-14 18:44:21.880189,Formal,31,77500,PK-01,Apparel
2024-02-14 18:44:21.880189,Graphic,29,72500,PK-01,Apparel
2024-02-14 18:44:21.880189,Streetwear,31,77500,PK-01,Apparel
2024-02-14 18:44:21.880189,Sports,31,77500,PK-01,Apparel
2024-02-15 18:44:21.880189,Casual,41,102500,PK-01,Apparel
2024-02-15 18:44:21.880189,Formal,33,82500,PK-01,Apparel
2024-02-15 18:44:21.880189,Graphic,25,62500,PK-01,Apparel
2024-02-15 18:44:21.880189,Streetwear,34,85000,PK-01,Apparel
2024-02-15 18:44:21.880189,Sports,28,70000,PK-01,Apparel
2024-02-16 18:44:21.880189,Casual,65,162500,PK-01,Apparel
2024-02-16 18:44:21.880189,Formal,44,110000,PK-01,Apparel
2024-02-16 18:44:21.880189,Graphic,40,100000,PK-01,Apparel
2024-02-16 18:44:21.880189,Streetwear,43,107500,PK-01,Apparel
2024-02-16 18:44:21.880189,Sports,41,102500,PK-01,Apparel
2024-02-17 18:44:21.880189,Casual,57,142500,PK-01,Apparel
2024-02-17 18:44:21.880189,Formal,42,105000,PK-01,Apparel
2024-02-17 18:44:21.880189,Graphic,45,112500,PK-01,Apparel
2024-02-17 18:44:21.880189,Streetwear,42,105000,PK-01,Apparel
2024-02-17 18:44:21.880189,Sports,31,77500,PK-01,Apparel
2024-02-18 18:44:21.880189,Casual,69,172500,PK-01,Apparel
2024-02-18 18:44:21.880189,Formal,37,92500,PK-01,Apparel
2024-02-18 18:44:21.880189,Graphic,32,80000,PK-01,Apparel
2024-02-18 18:44:21.880189,Streetwear,31,77500,PK-01,Apparel
2024-02-18 18:44:21.880189,Sports,44,110000,PK-01,Apparel
2024-02-19 18:44:21.880189,Casual,53,132500,PK-01,Apparel
2024-02-19 18:44:21.880189,Formal,35,87500,PK-01,Apparel
2024-02-19 18:44:21.880189,Graphic,30,75000,PK-01,Apparel
2024-02-19 18:44:21.880189,Streetwear,25,62500,PK-01,Apparel
2024-02-19 18:44:21.880189,Sports,28,70000,PK-01,Apparel
2024-02-20 18:44:21.880189,Casual,53,132500,PK-01,Apparel
2024-02-20 18:44:21.880189,Formal,33,82500,PK-01,Apparel
2024-02-20 18:44:21.880189,Graphic,29,72500,PK-01,Apparel
2024-02-20 18:44:21.880189,Streetwear,35,87500,PK-01,Apparel
2024-02-20 18:44:21.880189,Sports,30,75000,PK-01,Apparel
2024-02-21 18:44:21.880189,Casual,40,100000,PK-01,Apparel
2024-02-21 18:44:21.880189,Formal,24,60000,PK-01,Apparel
2024-02-21 18:44:21.880189,Graphic,32,80000,PK-01,Apparel
2024-02-21 18:44:21.880189,Streetwear,32,80000,PK-01,Apparel
2024-02-21 18:44:21.880189,Sports,32,80000,PK-01,Apparel
2024-02-22 18:44:21.880189,Casual,58,145000,PK-01,Apparel
2024-02-22 18:44:21.880189,Formal,32,80000,PK-01,Apparel
2024-02-22 18:44:21.880189,Graphic,31,77500,PK-01,Apparel
2024-02-22 18:44:21.880189,Streetwear,25,62500,PK-01,Apparel
2024-02-22 18:44:21.880189,Sports,30,75000,PK-01,Apparel
2024-02-23 18:44:21.880189,Casual,75,187500,PK-01,Apparel
2024-02-23 18:44:21.880189,Formal,42,105000,PK-01,Apparel
2024-02-23 18:44:21.880189,Graphic,32,80000,PK-01,Apparel
2024-02-23 18:44:21.880189,Streetwear,44,110000,PK-01,Apparel
2024-02-23 18:44:21.880189,Sports,36,90000,PK-01,Apparel
2024-02-24 18:44:21.880189,Casual,66,165000,PK-01,Apparel
2024-02-24 18:44:21.880189,Formal,44,110000,PK-01,Apparel
2024-02-24 18:44:21.880189,Graphic,46,115000,PK-01,Apparel
2024-02-24 18:44:21.880189,Streetwear,42,105000,PK-01,Apparel
2024-02-24 18:44:21.880189,Sports,31,77500,PK-01,Apparel
2024-02-25 18:44:21.880189,Casual,57,142500,PK-01,Apparel
2024-02-25 18:44:21.880189,Formal,36,90000,PK-01,Apparel
2024-02-25 18:44:21.880189,Graphic,38,95000,PK-01,Apparel
2024-02-25 18:44:21.880189,Streetwear,36,90000,PK-01,Apparel
2024-02-25 18:44:21.880189,Sports,33,82500,PK-01,Apparel
2024-02-26 18:44:21.880189,Casual,55,137500,PK-01,Apparel
2024-02-26 18:44:21.880189,Formal,27,67500,PK-01,Apparel
2024-02-26 18:44:21.880189,Graphic,32,80000,PK-01,Apparel
2024-02-26 18:44:21.880189,Streetwear,30,75000,PK-01,Apparel
2024-02-26 18:44:21.880189,Sports,31,77500,PK-01,Apparel
2024-02-27 18:44:21.880189,Casual,41,102500,PK-01,Apparel
2024-02-27 18:44:21.880189,Formal,29,72500,PK-01,Apparel
2024-02-27 18:44:21.880189,Graphic,35,87500,PK-01,Apparel
2024-02-27 18:44:21.880189,Streetwear,28,70000,PK-01,Apparel
2024-02-27 18:44:21.880189,Sports,27,67500,PK-01,Apparel
2024-02-28 18:44:21.880189,Casual,40,100000,PK-01,Apparel
2024-02-28 18:44:21.880189,Formal,32,80000,PK-01,Apparel
2024-02-28 18:44:21.880189,Graphic,29,72500,PK-01,Apparel
2024-02-28 18:44:21.880189,Streetwear,24,60000,PK-01,Apparel
2024-02-28 18:44:21.880189,Sports,28,70000,PK-01,Apparel
2024-02-29 18:44:21.880189,Casual,48,120000,PK-01,Apparel
2024-02-29 18:44:21.880189,Formal,30,75000,PK-01,Apparel
2024-02-29 18:44:21.880189,Graphic,25,62500,PK-01,Apparel
2024-02-29 18:44:21.880189,Streetwear,26,65000,PK-01,Apparel
2024-02-29 18:44:21.880189,Sports,32,80000,PK-01,Apparel
2024-03-01 18:44:21.880189,Casual,64,160000,PK-01,Apparel
2024-03-01 18:44:21.880189,Formal,34,85000,PK-01,Apparel
2024-03-01 18:44:21.880189,Graphic,44,110000,PK-01,Apparel
2024-03-01 18:44:21.880189,Streetwear,45,112500,PK-01,Apparel
2024-03-01 18:44:21.880189,Sports,37,92500,PK-01,Apparel
2024-03-02 18:44:21.880189,Casual,74,185000,PK-01,Apparel
2024-03-02 18:44:21.880189,Formal,31,77500,PK-01,Apparel
2024-03-02 18:44:21.880189,Graphic,33,82500,PK-01,Apparel
2024-03-02 18:44:21.880189,Streetwear,32,80000,PK-01,Apparel
2024-03-02 18:44:21.880189,Sports,36,90000,PK-01,Apparel
2024-03-03 18:44:21.880189,Casual,68,170000,PK-01,Apparel
2024-03-03 18:44:21.880189,Formal,34,85000,PK-01,Apparel
2024-03-03 18:44:21.880189,Graphic,41,102500,PK-01,Apparel
2024-03-03 18:44:21.880189,Streetwear,31,77500,PK-01,Apparel
2024-03-03 18:44:21.880189,Sports,34,85000,PK-01,Apparel
2024-03-04 18:44:21.880189,Casual,47,117500,PK-01,Apparel
2024-03-04 18:44:21.880189,Formal,26,65000,PK-01,Apparel
2024-03-04 18:44:21.880189,Graphic,33,82500,PK-01,Apparel
2024-03-04 18:44:21.880189,Streetwear,35,87500,PK-01,Apparel
2024-03-04 18:44:21.880189,Sports,34,85000,PK-01,Apparel
2024-03-05 18:44:21.880189,Casual,41,102500,PK-01,Apparel
2024-03-05 18:44:21.880189,Formal,34,85000,PK-01,Apparel
2024-03-05 18:44:21.880189,Graphic,31,77500,PK-01,Apparel
2024-03-05 18:44:21.880189,Streetwear,25,62500,PK-01,Apparel
2024-03-05 18:44:21.880189,Sports,35,87500,PK-01,Apparel
2024-03-06 18:44:21.880189,Casual,51,127500,PK-01,Apparel
2024-03-06 18:44:21.880189,Formal,33,82500,PK-01,Apparel
2024-03-06 18:44:21.880189,Graphic,30,75000,PK-01,Apparel
2024-03-06 18:44:21.880189,Streetwear,30,75000,PK-01,Apparel
2024-03-06 18:44:21.880189,Sports,33,82500,PK-01,Apparel
2024-03-07 18:44:21.880189,Casual,42,105000,PK-01,Apparel
2024-03-07 18:44:21.880189,Formal,24,60000,PK-01,Apparel
2024-03-07 18:44:21.880189,Graphic,28,70000,PK-01,Apparel
2024-03-07 18:44:21.880189,Streetwear,27,67500,PK-01,Apparel
2024-03-07 18:44:21.880189,Sports,24,60000,PK-01,Apparel
2024-03-08 18:44:21.880189,Casual,64,160000,PK-01,Apparel
2024-03-08 18:44:21.880189,Formal,35,87500,PK-01,Apparel
2024-03-08 18:44:21.880189,Graphic,37,92500,PK-01,Apparel
2024-03-08 18:44:21.880189,Streetwear,38,95000,PK-01,Apparel
2024-03-08 18:44:21.880189,Sports,37,92500,PK-01,Apparel
2024-03-09 18:44:21.880189,Casual,59,147500,PK-01,Apparel
2024-03-09 18:44:21.880189,Formal,40,100000,PK-01,Apparel
2024-03-09 18:44:21.880189,Graphic,31,77500,PK-01,Apparel
2024-03-09 18:44:21.880189,Streetwear,42,105000,PK-01,Apparel
2024-03-09 18:44:21.880189,Sports,31,77500,PK-01,Apparel
2024-03-10 18:44:21.880189,Casual,54,135000,PK-01,Apparel
2024-03-10 18:44:21.880189,Formal,39,97500,PK-01,Apparel
2024-03-10 18:44:21.880189,Graphic,45,112500,PK-01,Apparel
2024-03-10 18:44:21.880189,Streetwear,46,115000,PK-01,Apparel
2024-03-10 18:44:21.880189,Sports,46,115000,PK-01,Apparel
2024-03-11 18:44:21.880189,Casual,53,132500,PK-01,Apparel
2024-03-11 18:44:21.880189,Formal,34,85000,PK-01,Apparel
2024-03-11 18:44:21.880189,Graphic,34,85000,PK-01,Apparel
2024-03-11 18:44:21.880189,Streetwear,32,80000,PK-01,Apparel
2024-03-11 18:44:21.880189,Sports,31,77500,PK-01,Apparel
2024-03-12 18:44:21.880189,Casual,54,135000,PK-01,Apparel
2024-03-12 18:44:21.880189,Formal,31,77500,PK-01,Apparel
2024-03-12 18:44:21.880189,Graphic,30,75000,PK-01,Apparel
2024-03-12 18:44:21.880189,Streetwear,31,77500,PK-01,Apparel
2024-03-12 18:44:21.880189,Sports,35,87500,PK-01,Apparel
2024-03-13 18:44:21.880189,Casual,53,132500,PK-01,Apparel
2024-03-13 18:44:21.880189,Formal,29,72500,PK-01,Apparel
2024-03-13 18:44:21.880189,Graphic,26,65000,PK-01,Apparel
2024-03-13 18:44:21.880189,Streetwear,31,77500,PK-01,Apparel
2024-03-13 18:44:21.880189,Sports,27,67500,PK-01,Apparel
2024-03-14 18:44:21.880189,Casual,41,102500,PK-01,Apparel
2024-03-14 18:44:21.880189,Formal,35,87500,PK-01,Apparel
2024-03-14 18:44:21.880189,Graphic,34,85000,PK-01,Apparel
2024-03-14 18:44:21.880189,Streetwear,34,85000,PK-01,Apparel
2024-03-14 18:44:21.880189,Sports,30,75000,PK-01,Apparel
2024-03-15 18:44:21.880189,Casual,65,162500,PK-01,Apparel
2024-03-15 18:44:21.880189,Formal,37,92500,PK-01,Apparel
2024-03-15 18:44:21.880189,Graphic,43,107500,PK-01,Apparel
2024-03-15 18:44:21.880189,Streetwear,44,110000,PK-01,Apparel
2024-03-15 18:44:21.880189,Sports,41,102500,PK-01,Apparel
2024-03-16 18:44:21.880189,Casual,75,187500,PK-01,Apparel
2024-03-16 18:44:21.880189,Formal,39,97500,PK-01,Apparel
2024-03-16 18:44:21.880189,Graphic,39,97500,PK-01,Apparel
2024-03-16 18:44:21.880189,Streetwear,45,112500,PK-01,Apparel
2024-03-16 18:44:21.880189,Sports,41,102500,PK-01,Apparel
2024-03-17 18:44:21.880189,Casual,56,140000,PK-01,Apparel
2024-03-17 18:44:21.880189,Formal,32,80000,PK-01,Apparel
2024-03-17 18:44:21.880189,Graphic,45,112500,PK-01,Apparel
2024-03-17 18:44:21.880189,Streetwear,41,102500,PK-01,Apparel
2024-03-17 18:44:21.880189,Sports,40,100000,PK-01,Apparel
2024-03-18 18:44:21.880189,Casual,42,105000,PK-01,Apparel
2024-03-18 18:44:21.880189,Formal,28,70000,PK-01,Apparel
2024-03-18 18:44:21.880189,Graphic,31,77500,PK-01,Apparel
2024-03-18 18:44:21.880189,Streetwear,25,62500,PK-01,Apparel
2024-03-18 18:44:21.880189,Sports,31,77500,PK-01,Apparel
2024-03-19 18:44:21.880189,Casual,52,130000,PK-01,Apparel
2024-03-19 18:44:21.880189,Formal,26,65000,PK-01,Apparel
2024-03-19 18:44:21.880189,Graphic,33,82500,PK-01,Apparel
2024-03-19 18:44:21.880189,Streetwear,26,65000,PK-01,Apparel
2024-03-19 18:44:21.880189,Sports,30,75000,PK-01,Apparel
2024-03-20 18:44:21.880189,Casual,51,127500,PK-01,Apparel
2024-03-20 18:44:21.880189,Formal,29,72500,PK-01,Apparel
2024-03-20 18:44:21.880189,Graphic,29,72500,PK-01,Apparel
2024-03-20 18:44:21.880189,Streetwear,26,65000,PK-01,Apparel
2024-03-20 18:44:21.880189,Sports,32,80000,PK-01,Apparel
2024-03-21 18:44:21.880189,Casual,40,100000,PK-01,Apparel
2024-03-21 18:44:21.880189,Formal,34,85000,PK-01,Apparel
2024-03-21 18:44:21.880189,Graphic,34,85000,PK-01,Apparel
2024-03-21 18:44:21.880189,Streetwear,26,65000,PK-01,Apparel
2024-03-21 18:44:21.880189,Sports,28,70000,PK-01,Apparel
2024-03-22 18:44:21.880189,Casual,59,147500,PK-01,Apparel
2024-03-22 18:44:21.880189,Formal,36,90000,PK-01,Apparel
2024-03-22 18:44:21.880189,Graphic,43,107500,PK-01,Apparel
2024-03-22 18:44:21.880189,Streetwear,33,82500,PK-01,Apparel
2024-03-22 18:44:21.880189,Sports,46,115000,PK-01,Apparel
2024-03-23 18:44:21.880189,Casual,67,167500,PK-01,Apparel
2024-03-23 18:44:21.880189,Formal,31,77500,PK-01,Apparel
2024-03-23 18:44:21.880189,Graphic,46,115000,PK-01,Apparel
2024-03-23 18:44:21.880189,Streetwear,40,100000,PK-01,Apparel
2024-03-23 18:44:21.880189,Sports,32,80000,PK-01,Apparel
2024-03-24 18:44:21.880189,Casual,55,137500,PK-01,Apparel
2024-03-24 18:44:21.880189,Formal,46,115000,PK-01,Apparel
2024-03-24 18:44:21.880189,Graphic,38,95000,PK-01,Apparel
2024-03-24 18:44:21.880189,Streetwear,34,85000,PK-01,Apparel
2024-03-24 18:44:21.880189,Sports,34,85000,PK-01,Apparel
2024-03-25 18:44:21.880189,Casual,44,110000,PK-01,Apparel
2024-03-25 18:44:21.880189,Formal,27,67500,PK-01,Apparel
2024-03-25 18:44:21.880189,Graphic,28,70000,PK-01,Apparel
2024-03-25 18:44:21.880189,Streetwear,27,67500,PK-01,Apparel
2024-03-25 18:44:21.880189,Sports,27,67500,PK-01,Apparel
2024-03-26 18:44:21.880189,Casual,40,100000,PK-01,Apparel
2024-03-26 18:44:21.880189,Formal,28,70000,PK-01,Apparel
2024-03-26 18:44:21.880189,Graphic,28,70000,PK-01,Apparel
2024-03-26 18:44:21.880189,Streetwear,34,85000,PK-01,Apparel
2024-03-26 18:44:21.880189,Sports,27,67500,PK-01,Apparel
2024-03-27 18:44:21.880189,Casual,49,122500,PK-01,Apparel
2024-03-27 18:44:21.880189,Formal,27,67500,PK-01,Apparel
2024-03-27 18:44:21.880189,Graphic,34,85000,PK-01,Apparel
2024-03-27 18:44:21.880189,Streetwear,30,75000,PK-01,Apparel
2024-03-27 18:44:21.880189,Sports,33,82500,PK-01,Apparel
2024-03-28 18:44:21.880189,Casual,59,147500,PK-01,Apparel
2024-03-28 18:44:21.880189,Formal,27,67500,PK-01,Apparel
2024-03-28 18:44:21.880189,Graphic,33,82500,PK-01,Apparel
2024-03-28 18:44:21.880189,Streetwear,33,82500,PK-01,Apparel
2024-03-28 18:44:21.880189,Sports,35,87500,PK-01,Apparel
2024-03-29 18:44:21.880189,Casual,70,175000,PK-01,Apparel
2024-03-29 18:44:21.880189,Formal,34,85000,PK-01,Apparel
2024-03-29 18:44:21.880189,Graphic,33,82500,PK-01,Apparel
2024-03-29 18:44:21.880189,Streetwear,39,97500,PK-01,Apparel
2024-03-29 18:44:21.880189,Sports,43,107500,PK-01,Apparel
2024-03-30 18:44:21.880189,Casual,64,160000,PK-01,Apparel
2024-03-30 18:44:21.880189,Formal,43,107500,PK-01,Apparel
2024-03-30 18:44:21.880189,Graphic,32,80000,PK-01,Apparel
2024-03-30 18:44:21.880189,Streetwear,42,105000,PK-01,Apparel
2024-03-30 18:44:21.880189,Sports,36,90000,PK-01,Apparel
2024-03-31 18:44:21.880189,Casual,62,155000,PK-01,Apparel
2024-03-31 18:44:21.880189,Formal,45,112500,PK-01,Apparel
2024-03-31 18:44:21.880189,Graphic,39,97500,PK-01,Apparel
2024-03-31 18:44:21.880189,Streetwear,39,97500,PK-01,Apparel
2024-03-31 18:44:21.880189,Sports,36,90000,PK-01,Apparel
2024-04-01 18:44:21.880189,Casual,71,177500,PK-01,Apparel
2024-04-01 18:44:21.880189,Formal,41,102500,PK-01,Apparel
2024-04-01 18:44:21.880189,Graphic,39,97500,PK-01,Apparel
2024-04-01 18:44:21.880189,Streetwear,38,95000,PK-01,Apparel
2024-04-01 18:44:21.880189,Sports,31,77500,PK-01,Apparel
2024-04-02 18:44:21.880189,Casual,65,162500,PK-01,Apparel
2024-04-02 18:44:21.880189,Formal,32,80000,PK-01,Apparel
2024-04-02 18:44:21.880189,Graphic,44,110000,PK-01,Apparel
2024-04-02 18:44:21.880189,Streetwear,38,95000,PK-01,Apparel
2024-04-02 18:44:21.880189,Sports,39,97500,PK-01,Apparel
2024-04-03 18:44:21.880189,Casual,74,185000,PK-01,Apparel
2024-04-03 18:44:21.880189,Formal,30,75000,PK-01,Apparel
2024-04-03 18:44:21.880189,Graphic,34,85000,PK-01,Apparel
2024-04-03 18:44:21.880189,Streetwear,42,105000,PK-01,Apparel
2024-04-03 18:44:21.880189,Sports,41,102500,PK-01,Apparel
2024-04-04 18:44:21.880189,Casual,50,125000,PK-01,Apparel
2024-04-04 18:44:21.880189,Formal,33,82500,PK-01,Apparel
2024-04-04 18:44:21.880189,Graphic,34,85000,PK-01,Apparel
2024-04-04 18:44:21.880189,Streetwear,38,95000,PK-01,Apparel
2024-04-04 18:44:21.880189,Sports,41,102500,PK-01,Apparel
2024-04-05 18:44:21.880189,Casual,86,215000,PK-01,Apparel
2024-04-05 18:44:21.880189,Formal,46,115000,PK-01,Apparel
2024-04-05 18:44:21.880189,Graphic,45,112500,PK-01,Apparel
2024-04-05 18:44:21.880189,Streetwear,44,110000,PK-01,Apparel
2024-04-05 18:44:21.880189,Sports,53,132500,PK-01,Apparel
2024-04-06 18:44:21.880189,Casual,90,225000,PK-01,Apparel
2024-04-06 18:44:21.880189,Formal,52,130000,PK-01,Apparel
2024-04-06 18:44:21.880189,Graphic,56,140000,PK-01,Apparel
2024-04-06 18:44:21.880189,Streetwear,40,100000,PK-01,Apparel
2024-04-06 18:44:21.880189,Sports,43,107500,PK-01,Apparel
2024-04-07 18:44:21.880189,Casual,73,182500,PK-01,Apparel
2024-04-07 18:44:21.880189,Formal,45,112500,PK-01,Apparel
2024-04-07 18:44:21.880189,Graphic,39,97500,PK-01,Apparel
2024-04-07 18:44:21.880189,Streetwear,55,137500,PK-01,Apparel
2024-04-07 18:44:21.880189,Sports,44,110000,PK-01,Apparel
